Respondent,.net core,angular,cordova,django,hadoop,node.js,react,spark,spring,tensorflow,torch/pytorch,unnamed: 1,xamarin
33171,,,,,,,,,,,,,
33172,,,,,,,,,,,,,
33173,,1.0,,,,1.0,1.0,,,,,,
33174,,,,,,,,,,,,,
33176,,,,,,,,,,,,,
33177,,,,,,1.0,,,,,,,
33178,,,,,,,1.0,,,1.0,,,
33180,1.0,1.0,,,,,,,,,,,
33181,,,,,,,,,,,,,
33182,,,,,,,,,,,,,
33183,,1.0,,,,1.0,,,,,,,
33184,1.0,,,,,,,,,,,,
33185,1.0,,,,,,,,,,,,
33187,,1.0,,,,,,,,,,,
33188,,,,,,,,,,,,,
33189,1.0,,,,,,,,,,,,
33190,,,,,,,,,,,,,
33191,,,,,,,,,,,,,
33192,,,,,,,,,,,,,
33193,,,,1.0,,1.0,1.0,,,,,,
33195,,,,,,1.0,,,,,,,1.0
33196,,1.0,,,,,,,,,,,
33198,,,,,,,,,,,,,
33199,,,,,,,,,,,,,
33201,,,,,,1.0,,,,,,,
33202,,,,,1.0,1.0,,1.0,,1.0,1.0,,
33203,,,,,,1.0,,,,,,,
33205,,,,,,,,,,,,,
33206,,,,,,,,,,,,,
33207,,,,,1.0,,,1.0,1.0,,,,
33208,,,,,1.0,,,,,,,,
33209,,,,,,1.0,,,,,,,
33210,1.0,,,,,,,,,1.0,,,
33211,,,,,,,,,,,,,
33212,,,,,,1.0,1.0,,,,,,
33213,,,,,,1.0,1.0,,,1.0,,,
33214,,,,,,,,,,,,,
33216,,,,,,,,,,,,,
33217,1.0,,,,,1.0,,,,,,,
33218,,,,,,,,,,,,,
33219,1.0,,,,,,,,1.0,,,,
33220,,,,,,1.0,1.0,,,,,,
33221,,,,,,,,,,1.0,,,
33225,,,,,,,1.0,,1.0,,,,
33227,,1.0,,,,,1.0,,1.0,,,,
33229,,1.0,,,,,,,1.0,,,,
33232,,,,,,,,,,,,,
33234,,,,,,1.0,,,,,,,
33235,,,,,,1.0,,,,,,,
33236,,1.0,,1.0,,,,,,,,,
33238,,,,,,,1.0,,,,,,
33239,,,,,,,,,,,,,
33240,1.0,,,,,,,,,,,,
33242,,,,,,1.0,1.0,,,1.0,,,
33244,,,,,,1.0,,,,,,,
33245,,,,,,,,,,,,,
33246,,,,,,1.0,1.0,,,,,,
33247,,1.0,,,,1.0,,,,,,,
33248,,1.0,1.0,,,1.0,,,1.0,,,,
33250,,,,,,,1.0,,,1.0,,,
33251,1.0,,,1.0,,1.0,,,,,,,
33253,,,,,,,,,,,,,
33254,,,,,,,,,,,,,
33255,1.0,,,,,,,,,,,,
33256,1.0,1.0,,,,1.0,1.0,,,,,,
33259,,,,,,,1.0,1.0,,,,,
33261,,,,,,,,,,,,,
33264,,,,,,,,,,,,,
33266,1.0,,,,,,,,,,,,
33267,,,,,,,,,,,,,
33268,,1.0,,,,,,,1.0,,,,
33270,,,,,,,,,,,,,
33274,,,,,,1.0,,,,,,,
33276,,,,,1.0,,,,,,,,
33277,,,,,,,,,,,,,
33278,1.0,1.0,,,,,,,,,,,
33279,1.0,1.0,1.0,,,1.0,1.0,,,,,,
33281,,,,,,,,,,,,,
33282,,,,,,,,,,,,,
33283,1.0,,,,,1.0,,,,,,,
33284,,1.0,,,,,,,,,,,
33285,,1.0,1.0,,,1.0,1.0,,1.0,,,,
33286,,,,,,,,,,,,,
33287,,,,,,1.0,1.0,,,,,,
33288,,,,,,,,1.0,,,,,
33290,,1.0,1.0,,,1.0,1.0,,,,,,
33291,,,,,,,,,,,,,
33294,,,,,,,1.0,,1.0,,,,
33295,1.0,1.0,,,,,,,,,,,
33296,,,,,,1.0,,,,,,,
33297,,,,,,,,,,,,,
33298,,,,,,,,,,,,,
33300,,,,,,,,,,,,,
33301,,,,,,,,,,,,,
33303,,,,,,,,,,,,,
33307,1.0,,,,,,1.0,,,,,,
33308,,1.0,,,,,1.0,,,,,,
33311,,,,,,,,,,,,,
33312,,,,,,1.0,,,1.0,,,,
33313,,,,,,,1.0,,,,,,
33314,,,,,,1.0,1.0,,,,,,
33315,,,,,,1.0,1.0,,,,,,
33316,,,,1.0,,,,,,,,,
33318,1.0,,,,,,,,,,,,
33319,1.0,,,,,1.0,1.0,,,,,,1.0
33320,,,,,,,,,,,,,
33323,,,,,,1.0,1.0,,,,,,
33325,1.0,1.0,,,,,,,,,,,
33330,1.0,,,,,,,,,,,,
33331,,,,,,,,,,,,,
33332,,,,,,,,,,,,,
33337,,,,,,,,,,,,,
33338,1.0,,,,,1.0,,,,,,,
33339,,,,,,,,,,1.0,1.0,,
33340,,,,,,1.0,1.0,,,,,,
33341,,,,,,,,,,,,,
33342,1.0,1.0,,,,1.0,,,,,,,
33343,,1.0,,,,1.0,,,,,,,
33344,1.0,1.0,,,,,,,,,,,
33345,,,,,,1.0,,,1.0,,,,
33346,,1.0,,,,,,,,,,,
33347,,,,,,1.0,,,,,,,
33349,,,,,,,,,,,,,
33350,,1.0,,,,,,,,,,,
33351,,,,,,,,,,,,,
33352,,,,,,,,,,,,,
33354,1.0,1.0,,,,1.0,,,,,,,
33357,,1.0,,,,1.0,1.0,,,,,,
33361,,1.0,1.0,,,,,,,,,,
33362,,1.0,,,,1.0,,,,,,,
33363,,,,,,,,,,,,,
33364,,,,,,,,,1.0,,,,
33366,,,,,,,,,,,,,
33367,1.0,1.0,,,,1.0,,,,,,,1.0
33368,1.0,1.0,,,,,,,,,,,
33370,,,,,,,,,,,,,
33371,,1.0,,,,1.0,,,,,,,
33372,,,,,,,,,,,,,
33374,,,,,,1.0,,,,,,,
33376,,,,,,,,,,,,,
33377,,,,,,,,,,,,,
33378,,1.0,,,,,,,,,,,1.0
33379,,,,,,1.0,1.0,,,,,,
33380,,,,,,,,,,,,,
33381,,,,,,,,,,,,,
33382,1.0,,,,,,,,,,,,
33383,,,,,,,,,1.0,,,,
33384,1.0,1.0,,,,,,,,,,,
33385,1.0,1.0,,,,1.0,,,,,,,
33387,,1.0,,,,1.0,,,1.0,,,,
33388,1.0,,,,,,1.0,,,,,,
33390,,,,,,,1.0,,,,,,
33391,,,1.0,,,,,,,,,,
33393,,,,,,,,,,,,,
33396,,,,1.0,,,,,,,,,
33397,,,,,,,,,,,,,
33398,,,,,,,,,1.0,,,,
33399,,,,,,,,,,,,,
33403,,,,,,,,,,,,,
33404,,,,1.0,,,,,,,,,
33405,,,,,,,,,,,,,
33406,,1.0,,,,,,,,,,,
33407,,,,,,,,,1.0,,,,
33409,,,,,,,,,,,,,
33411,,,,,,1.0,1.0,,,,,,
33412,,1.0,,,,1.0,,,,,,,
33413,,,,,,,,,,,,,
33415,,,,,,,,,,,,,
33417,,,,,,,,,,,,,
33419,,,1.0,,,,,,1.0,,,,
33420,,,,,,,,,,,,,
33421,,,,1.0,,1.0,,,,,,,
33422,,,,,,,1.0,,,,,,
33424,,,,,,1.0,,,,,,,
33425,,,,,,1.0,1.0,,,,,,
33426,,,,,,,,,,,,,
33428,,,,,,,,,1.0,,,,
33431,,,,,,,,,,,,,
33433,1.0,1.0,,,,1.0,1.0,,,,,,
33434,,1.0,,1.0,,,,,,,,,
33435,,,,,,1.0,1.0,,1.0,,,,
33437,,,,1.0,,,,1.0,,,,,
33438,,,,,,,,,,,,,
33441,1.0,,,,,,,,,,,,
33442,,,,,,,,,,,,,
33443,,,,,,,,,1.0,,,,
33444,,,,,,,,,,,,,
33445,,,,,,,,,1.0,,,,
33446,,,,,,1.0,1.0,,,,,,
33447,,,,1.0,,1.0,,,1.0,,,,
33448,,1.0,,,,1.0,1.0,,1.0,,,,
33449,1.0,1.0,,,,,,,,,,,
33450,,,,,,,,,,,,,
33451,,,,,,,,,,,,,
33453,,,,,,,,,,,,,
33454,,,,,,1.0,,,,,,,
33455,,,,,,1.0,,,,,,,
33456,,1.0,,,,1.0,1.0,,,1.0,,,
33457,,,,,,,,,,,,,
33458,,,,,,,,,,,,,
33459,,,,,,,,,,,,,
33460,,,,,,,,,,,,,
33461,,,,,,,,,,,,,
33462,,,,1.0,1.0,,,1.0,1.0,,,,
33464,,1.0,1.0,,,1.0,,,,,,,
33466,,1.0,,1.0,,,,,,,,,
33467,,,,,,,,,,,,,
33468,,,,,,,,,,,,,
33469,,,,,,,,,,,,,
33470,,,,,,,,,,,,,
33473,1.0,,,,,,,,,,,,1.0
33474,,,,,,1.0,1.0,,,,,,
33475,,,,,,,,,,,,,
33477,1.0,,,,,,,,,,,,
33478,,,,,,,,,,,,,
33479,,,,,,,,,,,,,
33480,,1.0,,,,1.0,,,1.0,,,,
33481,,,,,,1.0,1.0,,,,,,
33482,,,,,,1.0,,,,,,,
33483,,1.0,,,,,,,,,,,
33484,,,,,,,,,,,,,
33485,,,,,,,,,,,,,
33486,,,,,,,,,,,,,
33487,,,,,,,,,,,,,
33488,,1.0,1.0,,,1.0,,,,,,,
33491,,1.0,,,,1.0,1.0,1.0,,,,,
33492,,1.0,,1.0,,,,,,,,,
33495,,,,,,,,,,,,,
33496,,,,,,,,,1.0,,,,
33497,,,,,,,,,,,,,
33498,,,,,,,,,1.0,,,,
33499,,,,,,,,,1.0,,,,
33500,1.0,1.0,,,,1.0,1.0,,,,,,
33501,,,,,,1.0,1.0,,,,,,
33502,1.0,1.0,,,,1.0,,,,,,,
33503,,,,,,,,,,,,,
33506,,,,,,1.0,,,1.0,,,,
33507,,,,,,,,,,,,,
33508,,,,,,,,,,,,,
33510,,1.0,,,,1.0,,,,,,,
33513,,,,,,,,,,,,,
33514,,,,,,1.0,,,,,,,
33515,,,,,,1.0,1.0,,,,,,
33516,,,,,,,,,,,,,
33517,1.0,1.0,,,,1.0,1.0,,1.0,,,,
33518,,,,,1.0,,,1.0,,,,,
33519,,,,,,,,,,,,,
33520,,,,,,,,,,,,,
33521,,1.0,,1.0,,1.0,1.0,,,,,,
33523,,,,,,,,,,,,,
33524,,,,,,,,,,,,,
33525,,1.0,,,,,,,1.0,,,,
33526,,1.0,,,,1.0,,,,,,,
33529,,,,,,1.0,1.0,,,,,,
33532,,,,,,1.0,,,,,,,
33533,,,,,,1.0,1.0,,,,,,
33534,,,,,,,,,,,,,
33537,1.0,,,,,,,,,,,,
33538,,,,,,1.0,,,,,,,
33540,1.0,,,,,,,,,,,,
33541,1.0,1.0,,,,1.0,1.0,,,,,,1.0
33542,,,,,,,,1.0,,1.0,,,
33544,,,,,,1.0,,,1.0,,,,1.0
33545,,,,,,,,,1.0,,,,
33546,,,,,,,,,,,,,
33547,,,,,,,,,,,,,
33548,,,,,,,,,,,,,
33549,1.0,,,1.0,,,1.0,,,,,,
33551,,1.0,,,,1.0,,,,,,,
33552,,,,,,,,,,,,,
33553,,,,,,,,,,,,,
33554,,,,,,,,,,,,,
33556,,,,,,,,,,1.0,1.0,,
33558,,,,,,,,,,,,,
33559,,1.0,,,,1.0,,,,,,,
33562,1.0,,,,,,1.0,,,,,,
33563,,,,,,,,,,,,,
33565,,1.0,,,,,,,,,,,
33567,,,,,,1.0,,,,,,,
33569,,,,,1.0,1.0,1.0,,,,,,
33570,,,,,,,,,1.0,,,,
33571,,,,,,,,,,,,,
33572,,1.0,,,,1.0,,,1.0,,,,
33573,,,,,,,,,1.0,,,,
33577,,,,,,,,,,,,,
33579,1.0,,,,,,,,,,,,
33580,,,,,,,,,1.0,,,,
33581,,,,,,,,,,,,,
33583,,,,,,,,,,,,,
33584,,,,,,,,,,,,,
33585,,,,,,,,,,,,,
33586,,,,,,,,,1.0,,,,
33588,,,,,,,,,,,,,
33589,,,,,,,,,,,,,
33591,,,,1.0,,1.0,1.0,,,,,,
33593,,,,,,1.0,1.0,,,,,,
33594,,,,,,,,,,,,,
33595,,,,,,,,,,,,,
33598,,1.0,,,,1.0,,,,,,,
33600,,,,,,1.0,1.0,,,,,,
33601,,,,,,,,,,,,,
33603,,,,,,,,,,,,,
33604,,1.0,,,,1.0,,,,,,,
33605,,,,,,,,,,,,,
33607,1.0,1.0,,,,1.0,1.0,,,,,,
33608,,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0
33609,1.0,1.0,1.0,,,1.0,,,,,,,
33612,,,1.0,,,,,,,,,,
33613,,,,,,,,,,,,,
33614,,,,,1.0,,,,1.0,,,,
33615,,,,,,,,,,,,,
33616,,,,,,,,,,,,,
33617,,1.0,,,,1.0,1.0,,,,,,
33619,,,,,,,,,,,,,
33620,,,,,,,,,,,,,
33621,,,,,,1.0,,,,,,,
33622,,,,,,,,,,,,,
33623,1.0,,,,,,,,,,,,
33624,,,,,,,,,,,,,
33625,,,,,,,,,,,,,
33626,,1.0,1.0,,,1.0,,,,,,,
33627,,,,,,,,,,,,,
33630,,,,,,,,,,,,,
33631,,,,,,,,,,,,,
33632,,,,,,,,,,,,,
33633,,,,,,,,,,,,,1.0
33634,,,,,,1.0,1.0,,,1.0,1.0,,
33635,,1.0,,,,,,,,,,,
33637,,1.0,,,,1.0,,,1.0,,,,
33638,,,,,,1.0,,,,,,,
33640,,,,,,,,,,,,,
33641,1.0,1.0,,,,,,,,,,,
33642,,1.0,,,,,,,,,,,
33645,,,,,1.0,,,,1.0,,,,
33646,,1.0,,,,,,,,,,,
33647,,,,,,,,,,,,,
33648,,,,,,,,,,,,,
33649,,,,1.0,,,,,,,,,
33650,1.0,1.0,,1.0,,1.0,1.0,,,,,,
33651,,,,,,,,,,,,,
33652,,1.0,,,,1.0,1.0,,,,,,
33653,,,,,,,,,,,,,
33655,,1.0,,,,1.0,1.0,,1.0,,,,
33656,,,,,,1.0,,,,,,,
33657,1.0,,,,,1.0,1.0,,,,,,
33658,,,,,,,,,,,,,
33659,,,,1.0,,1.0,1.0,,,,,,
33661,,,,,,,,,,,,,
33662,,,,,,,1.0,,,,,,
33663,,,,,,,,,,,,,
33665,,1.0,1.0,,,1.0,,,,,,,
33668,1.0,,,,,,,,,,,,1.0
33670,1.0,1.0,,,,,,,,1.0,,,
33671,,,,,,,,,,,,,
33672,,,,,,1.0,,,,1.0,,,
33673,,,,,,,,,,,,,
33674,,,,,,,,,,,,,
33675,1.0,,1.0,,,1.0,,,,,,,
33676,,1.0,1.0,,,1.0,,,,1.0,,,
33678,,,,,,,,,,,,,
33679,,,,1.0,,,,,,,,,
33681,1.0,1.0,,,,,,,,,,,1.0
33682,,,,,,,,,,,,,
33686,,,,,,1.0,,,,,,,1.0
33687,,,,,,,,,,,,,
33690,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,
33692,1.0,1.0,,,,1.0,,,,,,,1.0
33693,,,,,,1.0,,,,,,,
33696,,,,,,,,,,,,,
33697,,,,,,,,,,1.0,,,
33698,,,,,,,,,,,,,
33699,,,,,,,,,,,,,
33700,,1.0,,,,,,,,,,,
33707,,,,,,,,,,,,,
33708,,,,,,1.0,1.0,,,,,,
33710,,,,,,,,,1.0,,,,
33711,,,,,,,,,,,,,
33712,,1.0,,,,1.0,,,,,,,
33713,,,,,,,,,,,,,
33714,,1.0,,1.0,,,,,,,,,
33715,,,,,,,,,,,,,
33716,,1.0,,1.0,,1.0,1.0,,,,,,
33717,,1.0,1.0,,,,,,,,,,
33719,1.0,1.0,1.0,,,1.0,1.0,,,,,,
33720,,,,,,,,,,,,,
33721,,1.0,,,,1.0,,,,,,,
33722,,,,,,,,,,,,,
33724,,,,,,,,,,,,,
33725,,,,1.0,,,,,,,,,
33726,1.0,1.0,,,,1.0,,,1.0,,,,
33727,1.0,1.0,,,,1.0,,,,,,,
33728,,1.0,,,,1.0,,,,,,,
33729,,1.0,,,,,,,,,,,
33732,,,,,,1.0,1.0,,,,,,
33733,,,,,,,,,,,,,
33734,,,,,,,,,,,,,
33735,,1.0,,,1.0,,,,,,,,
33736,,,,,,,,,,,,,
33737,,,,,,,,,,,,,1.0
33738,,,,,,,,,,,,,
33739,1.0,,,,,,,,,,,,
33740,,,,1.0,,,,,,,1.0,,
33741,,,,,,1.0,1.0,,,,,,
33743,,1.0,,,,,,,,,,,
33744,,,,,,,,,,,,,
33745,,,,,,,,,1.0,,,,
33746,,,,,,,,,,,,,1.0
33747,,1.0,,,,,,,,,,,
33748,,1.0,1.0,,,,,,,,,,
33749,,,,,,,,,,1.0,1.0,,
33750,,1.0,,,,1.0,,,,,,,
33752,,,,,,,,,,,,,
33753,1.0,1.0,,,,,,,,1.0,,,1.0
33755,1.0,,1.0,,,,,,,,,,1.0
33756,,,,,,,,,,,,,
33758,1.0,1.0,,,,,,,,,,,
33759,1.0,,,,,,,,,,,,
33760,,,,,,,,,,,,,
33761,1.0,,,,1.0,,,,,,,,
33763,,,,,,1.0,,,1.0,,,,
33764,,,,,,,,,,,,,
33768,,1.0,1.0,,,1.0,,,,,,,
33770,,,,,,1.0,,,,,,,
33771,,,,,,,,,,,,,
33774,,,,,,,1.0,,,1.0,1.0,,
33775,,,,,,,,,,,,,
33779,,1.0,1.0,,,,,,,,,,
33781,,,,,,1.0,,,,,,,
33783,1.0,1.0,,,,1.0,,,,,,,
33784,1.0,,,,,,,,,,,,
33786,,,,,,,,,,,,,
33787,,,,,,1.0,,,,,,,
33788,,1.0,,1.0,,,,,,,,,
33789,,,,,,,,,,,,,
33790,,,,,,,,,,,,,
33792,,,,,,,,,,,,,
33793,,,,,,,,,,,,,
33795,,1.0,,,,,,,,,,,
33796,1.0,1.0,,,,,,,,,,,
33797,,,,,,,,,,,,,
33801,,1.0,,,,,,,,,,,
33802,,,,1.0,1.0,1.0,,1.0,,,,,
33805,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,
33806,,,,,,,,,,,,,
33807,,,,,,,,,,,,,
33808,,,,,,,,,,,,,
33809,,1.0,,,,1.0,1.0,,,,,,
33810,,,,,,1.0,1.0,,,,,,
33811,,1.0,,,,1.0,,,,,,,
33812,,,,,,,,,,,,,
33813,,,,,,,1.0,,,,,,
33814,,,1.0,,,,,,,,,,
33815,,,,,,,,,,,,,
33816,,,,,,,,,,,,,
33819,,,,,,,,,,,,,
33820,,,,,,1.0,1.0,,,,,,
33821,,1.0,,,,1.0,,,,,,,
33824,1.0,,,,,,,,,,,,
33825,,1.0,,,,1.0,,,,,,,
33826,,,,,,,,,,,,,
33829,,,,,1.0,,,,,,,,
33831,,,,,,,,,,,,,
33832,,1.0,,,,,,,,,,,
33833,,,,,,,,,,,,,
33836,,,,,,,,,,,,,
33837,1.0,1.0,1.0,,,,,,,,,,1.0
33839,,,,,,1.0,1.0,,,,,,
33840,,,,,,,,,,,,,
33842,,,,,,,,,,,,,
33843,,,,,,,,,1.0,,,,
33844,,,,,,,1.0,,,,,,
33845,,,,,,,,,,,,,
33846,,1.0,,,,,,,1.0,,,,
33848,,,,,1.0,,1.0,1.0,1.0,,,,
33849,,1.0,,,,,,,,,,,
33852,1.0,,,,,,,,,,,,
33854,1.0,,,,,,,,1.0,,,,
33856,,1.0,,1.0,,,1.0,,,,,,
33858,,,,,,,,,,,,,
33859,,,1.0,,,1.0,1.0,,,,,,
33860,,,,1.0,1.0,1.0,,,,,,,
33861,1.0,,,,,1.0,,,,,,,
33862,,,,,,,,,,,,,
33863,1.0,,,,1.0,,,1.0,,,,,
33864,,,,,,,,,,,,,
33865,,,,,,,,,,,,,
33868,,1.0,,1.0,,1.0,,,,,,,
33869,,,,,,,,,,,,,
33870,,,,,,1.0,1.0,,,,,,
33872,,1.0,,,,1.0,1.0,,,,,,
33873,,,,,,,,,,,,,
33875,,,,,,,,,,,,,
33877,,,,1.0,,,,,,,,,
33878,,,,,,,,,,,,,
33882,,,,,,,,,,,,,
33883,,,,,,,,,,,,,
33884,1.0,1.0,,,,,,,,,,,
33885,,,,,,,,,,,,,
33886,,,,,,,,,,,,,
33887,,,,,,,,,,,,,
33888,1.0,1.0,,,,1.0,1.0,,,,,,
33889,,,,,,1.0,1.0,,,,,,
33894,1.0,1.0,,,,1.0,,,1.0,,,,
33895,1.0,,,,,1.0,1.0,,,,,,
33896,,,,,,,,,,,,,
33897,,,,,,,,,,,,,
33900,,,,,,,,,,,,,
33901,,,,,,,,,,,,,
33902,,,,,,,,,,,,,
33903,1.0,,,,,,,,,,,,
33904,,,,,,,,,,1.0,,,
33905,1.0,,,,,,,,,,,,
33906,,1.0,,1.0,,1.0,1.0,,,,,,
33907,,,,,,,,,,,,,
33909,,,,,,,,,,,,,
33910,,,,,,,,,,,,,
33911,,,,,,1.0,,,1.0,,,,
33912,,,,,,,,,,,,,
33913,1.0,,,,,,,,,,,,
33914,,,,,,,,,,,,,
33915,,,,,,1.0,,,1.0,,,,
33916,,,,,,,,,,,,,
33917,,,,,,,,,,,,,
33922,,,,,,,,,,,,,
33923,,,,,,,,,,,,,
33924,,,,,,,,,1.0,,,,
33925,,,,,,1.0,1.0,,,,,,
33926,,,,,,1.0,,,,,,,
33927,,,,,,,,,,,,,
33928,1.0,,,,,,,,,,,,
33929,,1.0,1.0,,,,,,1.0,,,,
33931,,,,,,,,,,,,,
33932,,,,,,,,,,,,,
33933,1.0,1.0,,,,1.0,,,,,,,
33934,,,,,,,,,,,,,
33935,,,,,,,,,,,,,
33937,1.0,1.0,,,,1.0,1.0,,,,,,
33939,1.0,1.0,,,,1.0,1.0,,,,,,
33941,,,,,,1.0,1.0,1.0,1.0,,,,
33942,,1.0,,,,1.0,,,,,,,
33943,,,,,,,,,1.0,,,,
33944,,,,,,,,,,,,,
33945,,,,,,,,,,,,,
33946,,1.0,,,,,,,,,,,
33947,,,,,,1.0,,,,,,,
33948,,,,,,,,,,,,,
33951,1.0,,,,,,,,,,,,
33952,,,,,,,1.0,,,,,,
33954,,,,,,,,,,1.0,,,
33956,,,,,,,,,,,,,
33958,,1.0,,1.0,,,,,,,,,
33960,,,,,,,,,,,,,
33961,,,,,,,,,,,,,
33963,,,,1.0,,1.0,,,1.0,,,,
33966,,,,,,,,,,,,,
33967,,,,,,,,,,,,,
33968,,,,,,,,,,,,,
33969,,,,,,,,,,,,,
33973,,,,,,,,,,,,,
33974,,,,,1.0,1.0,,,,,,,
33975,,,,,,1.0,1.0,,,1.0,1.0,,
33977,,,,,,,,,,,,,
33978,,,,,,,,,,,,,
33979,,,,,,,,,1.0,,,,
33980,,,,,,1.0,1.0,,,,,,
33981,,1.0,,,,,,,,,,,
33982,,1.0,,,,1.0,,,1.0,,,,
33986,,,,,,,,,,,,,
33987,1.0,1.0,,,,,,,,,,,
33988,,,,,,,1.0,,,,,,
33989,,,,1.0,,1.0,,,,,,,
33990,,,1.0,,,,,,,,,,
33991,,,,,,,,,,,,,
33993,,1.0,,,,1.0,,,,,,,
33994,,,,,,1.0,,,,,,,
33996,,,,,,,,,,,,,
33997,,,,,,,,,,,,,
33998,,1.0,,,,1.0,,,,,,,
34001,,,,,,,,,,,,,
34003,,,,,,,,,1.0,,,,
34004,,,,,,1.0,1.0,,,,,,
34005,,,,,,,,,,,,,
34006,,1.0,,,,1.0,1.0,,1.0,,,,
34007,,,,,1.0,1.0,,1.0,,1.0,,,
34010,1.0,,,,,,1.0,,,,,,
34011,,,1.0,,,,,,,,,,
34012,,,,,,,,,,,,,
34013,,,,,1.0,,,1.0,,,,,
34014,,,,,,,,,,,,,
34016,,,,,,,,,,,,,
34017,,,,1.0,,,1.0,,,1.0,,,
34018,,,,,,,,,,,,,
34019,,1.0,,,,1.0,,,,,,,
34020,,,,,,,,,,,,,
34021,,,,,,,,,,,,,
34022,,,,,,,,,,,,,
34024,,,,,,,,,,,,,
34026,,1.0,,,,,,,1.0,,,,
34028,,,,,,,,,,,,,
34029,,,,,,,,,1.0,,,,
34030,,,,,,,,,,,,,
34032,,,,,,,,,,,,,
34033,,,,,,,,,,,,,
34034,,,,,,,,,,,,,
34036,,,,,,1.0,,,1.0,,,,
34037,,,,,,,,,,,,,
34040,,,,,,,,,,,,,
34041,,,,1.0,,1.0,1.0,1.0,,,,,
34043,,,,,,1.0,,,,,,,
34044,,,,,,,,,,,,,
34045,,,,,,,,,,,,,
34046,,1.0,,,,1.0,,,,,,,
34047,,,,,,,,,1.0,,,,
34048,,1.0,,,,,1.0,,,,,,
34049,,1.0,,,,,,,1.0,,,,1.0
34050,,,,,,1.0,,,,,,,
34051,1.0,1.0,,,,1.0,,,,,,,1.0
34052,,,,,,,,,,,,,
34055,,,,,,1.0,1.0,,1.0,,,,
34056,,,,,,,,,,,,,
34057,,1.0,,,,,,,1.0,,,,
34058,,,,,,,,,,,,,
34060,,,,,,,,,,,,,
34061,,1.0,,1.0,,1.0,1.0,,,,,,
34062,,,,,,,,,,1.0,,,
34063,1.0,,,,,,,,,,,,
34066,,,,1.0,,,,,,,,,
34068,,,,,,,,,,,,,
34069,,,,,,,,,,,,,
34070,,,,,,,,,,,,,
34071,,,,,,,,,,,,,
34072,,,,,,1.0,,,,,,,1.0
34073,1.0,1.0,,,,1.0,1.0,,,,,,
34076,,,,1.0,,1.0,1.0,,,,,,
34078,,,,,,,,,,,,,
34081,,,,,,,,,1.0,,,,
34083,,,,,,,1.0,,,,,,
34085,1.0,,,,,,,,,,,,
34086,,,,,,1.0,,,,,,,
34087,,,,,,1.0,,,,,,,
34088,,1.0,,,,1.0,1.0,,,,,,
34091,,,,1.0,,1.0,,,,,,,
34092,,,,,,,,,,,,,
34094,,1.0,,1.0,1.0,,1.0,,1.0,,,,
34095,1.0,,,,,1.0,,,,,,,
34096,,,,,,,,,,,,,
34097,,,,,,,,,,,,,
34098,,,,,,,,,,,,,
34099,,,,,,,,,,,,,
34100,,1.0,,,,,,,,,,,
34101,,,,,,,1.0,,,,,,
34102,1.0,,,,,1.0,,,,,,,
34103,,1.0,1.0,,,,,,,,,,
34104,,,,,,,,,,,,,
34105,1.0,1.0,,1.0,,1.0,1.0,,,,,,
34106,1.0,,,1.0,,,,,,,,,
34107,,,,,,,,,,,,,
34109,,1.0,,,,,,,,,,,
34112,,,,,,,,,,,,,
34113,,,,,,,,,1.0,,,,
34114,,,,,,,,,,,,,
34115,,,,,,,,,,,,,
34117,,,,,,,,,,,,,
34118,,,,,,1.0,,,,,,,
34119,,1.0,,,,1.0,1.0,,1.0,,,,
34120,,,,,,,,,,,,,
34121,1.0,,,,,,,,,,,,
34122,,1.0,,,,1.0,1.0,,,,,,
34125,,,,1.0,,1.0,,,,,,,
34134,,,,,,,,,,,,,
34137,,,,,,,,,,,,,
34139,,,,,,,,,,,,,
34140,,1.0,,,,1.0,1.0,,,,,,
34141,1.0,,,,,1.0,,,,,,,
34142,,,,,,,,1.0,,,,,
34143,1.0,1.0,,,,1.0,,,,,,,
34144,,1.0,,,,1.0,,,,,,,
34145,,1.0,,,,1.0,,,,,,,
34146,1.0,1.0,,,,1.0,,,,,,,
34147,,1.0,,1.0,,,,,,,,,
34148,,,,,,,,,,,,,
34149,,,,,,,,,,,,,
34150,,,,,,,1.0,1.0,,,,,
34152,,,1.0,,,1.0,1.0,,,,,,
34156,,,1.0,,,,,,,,,,
34157,,,,,,,,,,,,,
34158,,,,,,,,,1.0,,,,
34159,,,,,,,1.0,,,,,,
34160,,,,,,,,,,,,,
34161,1.0,,,,,,,,,,,,
34162,,,,,,,,,,,,,
34163,,,,,,1.0,,,,,,,
34164,,,,,,,,,,,,,
34165,,,,,,,,,,,,,
34166,,,,,,,,,,,,,
34168,,1.0,,,,1.0,,,,,,,
34169,1.0,1.0,,,,,,,,,,,1.0
34171,,,,,,1.0,,,,,,,
34172,,,,,,,,,,,,,
34174,,1.0,,,,1.0,,,,,,,
34178,,,,,,,,,,,,,
34180,,,,,,,,,1.0,,,,
34181,,,,1.0,,,,,,,,,
34182,,,,,,,1.0,1.0,,,,,
34184,,,,,,,,,,,,,
34185,,1.0,,,,,,,1.0,,,,
34187,,1.0,,1.0,,1.0,,,,,,,
34188,1.0,1.0,,,,1.0,1.0,,,,,,
34189,,,,,,,,,,,,,
34191,,1.0,,,,,,,,,,,
